Country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
Libya,LBY,Agricultural land (% of land area),AG.LND.AGRI.ZS,,6.348250111,6.469304477,6.58410721,6.702319925,6.817122657,6.935335372,7.050138104,7.16948748,7.285995203,7.402502927,7.521852302,7.637223365,7.75486775,7.870238812,7.987883197,8.10325426,8.220898644,8.339111359,8.453914091,8.570421815,8.630096502,8.690907851,8.755129181,8.760812485,8.767632449,8.772179092,8.775020744,8.775020744,8.777862396,8.783545699,8.786387351,8.789229003,8.789229003,8.794912307,8.817645521,8.903463405,8.903463405,8.780704048,8.780704048,8.780704048,8.780704048,8.780704048,8.780704048,8.743762574,8.743762574,8.743762574,8.743762574,8.743762574,8.743762574,8.724439342,8.724439342,8.726712664,8.726712664,8.723871012,8.723871012,8.723871012,8.723871012,8.723871012,8.723871012,8.723871012,8.723871012,8.723871012,8.723871012,
St. Lucia,LCA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,27.86885246,27.86885246,29.50819672,29.50819672,29.50819672,29.50819672,31.14754098,31.14754098,31.14754098,31.14754098,32.78688525,32.78688525,32.78688525,32.62295082,32.78688525,32.78688525,32.78688525,32.78688525,33.1147541,33.60655738,34.09836066,34.42622951,34.75409836,35.24590164,35.73770492,34.75409836,34.42622951,34.42622951,34.42622951,34.26229508,32.45901639,32.29508197,32.29508197,31.96721311,29.50819672,28.52459016,27.86885246,25.40983607,25.24590164,23.27868852,22.78688525,21.47540984,20.32786885,18.19672131,17.86885246,16.55737705,16.27868852,16.29508197,16.29508197,16.29508197,16.29508197,16.29508197,16.29508197,16.29508197,16.29508197,16.29508197,16.29508197,16.29508197,16.29508197,16.29508197,16.29508197,16.29508197,16.29508197,
Latin America & Caribbean,LCN,Agricultural land (% of land area),AG.LND.AGRI.ZS,,28.28825855,28.47545395,28.65193468,28.8403206,29.01102307,29.17061238,29.31496405,29.50100878,29.62747775,29.84859049,30.14307705,30.43033581,30.68098767,30.93417497,31.20194897,31.53679863,31.87742374,32.17939437,32.47424679,32.77957767,32.93937881,33.07607223,33.33719779,33.52633029,33.66680031,33.67715775,33.69052846,33.68718383,33.68856362,33.67087691,33.66395053,33.59116018,33.54858255,33.49668959,33.44437275,33.47564865,33.51724146,33.62859584,33.65557178,33.62561137,33.49774082,33.53076403,33.5345389,33.60275203,33.65827639,33.64244542,33.69643603,33.43660763,33.29515255,33.36235484,33.28432426,33.28393425,33.28758586,33.08227658,33.13148353,32.99488547,32.83427086,32.59598038,32.45695213,32.43465546,32.28272401,32.03794488,,
Least developed countries: UN classification,LDC,Agricultural land (% of land area),AG.LND.AGRI.ZS,,32.24811062,32.27770693,32.37051667,32.43475931,32.47223709,32.5043563,32.53208685,32.60479074,32.62600497,32.648046,32.67630948,32.71556874,32.70237897,32.67723068,32.72463654,32.75432579,32.758504,32.84097757,32.83835665,32.89570211,32.96322395,33.00147281,33.07299157,33.1123315,33.22837291,33.32124506,33.36153947,33.45142934,33.50338782,33.60269382,33.72119304,33.79561051,33.9594979,34.11773985,34.24290254,34.39609219,34.57172955,34.69002685,34.90357847,35.0960551,35.26794336,35.35497734,35.60276368,35.41879232,35.8265117,35.97197507,36.15098344,36.30834197,36.54279361,36.79561623,37.00711683,39.5100388,39.70901236,39.84560157,39.96920044,40.09623259,40.2427268,40.37577741,40.45629803,40.53633561,40.61999446,40.67502792,,
Low income,LIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,,33.13860913,33.17423202,33.21445669,33.27347955,33.25319897,33.21066431,33.22526087,33.30069918,33.35209181,33.2838381,33.30598304,33.39529036,33.43154985,33.37896145,33.40305631,33.46534224,33.47772066,33.51093685,33.53122309,33.62199585,33.62278739,33.66543883,33.75481903,33.79373244,33.83722712,33.93956178,33.94255875,33.98064532,33.99911822,34.19602011,34.35707214,34.47510341,34.97145264,35.17822145,35.31554676,35.47304032,35.7004039,35.85396522,36.06538758,36.31863594,36.57261229,36.69031983,36.93895117,36.87309467,37.40553082,37.51958531,37.62529459,37.74602385,37.95594051,38.20738467,38.41807695,41.83743596,42.03447528,42.15730396,42.23914021,42.39067511,42.52412139,42.63807146,42.70862666,42.77765487,42.84885743,42.99299943,,
Liechtenstein,LIE,Agricultural land (% of land area),AG.LND.AGRI.ZS,,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,50,50,50,50,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.125,42.3125,41.5,40.6875,39.875,39.0625,38.25,37.4375,36.625,35.8125,35,34.1875,33.375,32.75,32.625,32.5,32.375,32.375,32.3125,32.3125,32.3125,32.3125,32.3125,
Sri Lanka,LKA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,27.47568171,27.22053899,32.84962526,33.53532132,34.38048158,35.16185616,35.95917716,37.01164089,37.12326583,37.20299793,37.29867645,37.39435497,37.49003349,37.58571201,37.61760485,38.20762239,38.79763993,39.37171105,37.61760485,37.45814065,37.45814065,36.61298039,36.80433743,36.85217669,36.91596237,37.09137299,37.21894435,37.26678361,37.31462287,37.29867645,37.34651571,37.37840855,36.99569447,37.04353373,37.09137299,37.10731941,37.12326583,37.13921225,37.39435497,37.47408707,37.49003349,37.56976559,38.04656355,36.49178759,39.74645192,38.75298995,37.99075108,41.42242067,41.61377771,41.77962048,43.53372668,43.69319088,43.69319088,43.69319088,44.26994975,44.43151891,44.59631945,45.44807966,45.44729471,45.45748464,45.45748464,45.45748464,48.60814743,
Lower middle income,LMC,Agricultural land (% of land area),AG.LND.AGRI.ZS,,36.98926091,37.11938904,37.2225017,37.35962712,37.50477569,37.59642471,37.66194381,37.72657784,37.663126,37.80578943,37.84639411,37.95889789,38.10442945,38.20085697,38.36646688,38.42740138,38.53128913,38.70613417,38.75465975,38.87790094,38.97678905,39.16731053,39.07785565,39.29554054,39.44284649,39.44221111,39.58689814,39.60855884,39.75270428,39.75447647,39.8440564,40.61827717,40.7904515,40.94138052,41.20227367,41.28579581,41.42338554,41.4791952,41.64719554,41.68845251,41.70615884,41.76906373,41.78982515,41.80026961,41.89463003,41.95771158,42.06235834,42.17047893,42.30600878,42.34441625,42.49680123,42.63311563,42.74137332,42.80430057,43.01364283,43.08758894,43.15869696,43.2885403,43.27327598,43.38361531,43.45569796,43.47784583,,
Low & middle income,LMY,Agricultural land (% of land area),AG.LND.AGRI.ZS,,34.08538753,34.20881213,34.34020358,34.46295242,34.59728309,34.71905653,34.83595416,34.98357742,35.09791066,35.25562792,35.4479529,35.67161712,35.87482979,36.05256443,36.22248314,36.20025292,36.42031986,36.65317271,36.84083118,37.01864156,37.11564297,37.35498123,37.5896077,37.88590703,38.20002047,38.34640982,38.54295371,38.67109423,38.82176375,38.95466523,39.07586064,41.45125288,41.56388983,41.68440606,41.6980989,41.73849022,41.94763324,42.03695782,42.13200626,42.14795284,42.17388444,42.21806236,42.05452583,42.07751677,41.96414596,42.00545375,42.06894293,42.0145144,42.04928982,42.19990685,42.23521645,42.75502667,42.81770649,42.79451342,42.86802359,42.87751535,42.90854404,42.89776019,42.91463284,42.95398143,42.94345386,42.91215434,,
Lesotho,LSO,Agricultural land (% of land area),AG.LND.AGRI.ZS,,85.01317523,84.84848485,84.84848485,84.914361,84.914361,85.07905138,85.07905138,83.43214756,81.62055336,79.94071146,77.86561265,77.70092227,77.70092227,77.70092227,78.26086957,77.70092227,75.49407115,75.52700922,76.05401845,75.62582345,75.82345191,75.49407115,75.32938076,75.79051383,76.02108037,75.46113307,76.74571805,77.17391304,75.92226614,76.44927536,76.51515152,76.94334651,76.87747036,76.71277997,76.54808959,76.61396574,76.71277997,76.71277997,76.71277997,76.87747036,76.87747036,75.88932806,75.88932806,76.21870883,76.64690382,75.98814229,76.71277997,77.7997365,77.04216074,76.61396574,76.15283267,75.27338603,74.1798419,74.97694335,73.22134387,77.60210804,79.64426877,80.14822134,70.96179183,77.38471673,73.43214756,74.94729908,77.75849802,
Late-demographic dividend,LTE,Agricultural land (% of land area),AG.LND.AGRI.ZS,,32.97347689,33.30483122,33.64227474,33.9618892,34.33975365,34.67241538,34.99368931,35.33177886,35.69007362,36.06367229,36.50151404,36.88535946,37.31979677,37.78381981,38.15205137,38.04324335,38.54441465,39.01146955,39.35400445,39.77531716,40.08669249,40.57127907,41.10004344,41.64825124,42.21752973,42.4177928,42.61527867,42.80604511,43.01074463,43.20152536,43.38774815,34.77396967,34.68574676,34.7290554,34.5384818,34.52161254,34.81270989,34.81533597,34.82470803,34.85866114,34.76171482,34.74306549,34.39398587,34.36812627,34.37202543,34.39394329,34.39108846,34.43007339,34.4421991,34.57199058,34.55484185,34.55717802,34.604236,34.56460216,34.58363439,34.57597009,34.5390914,34.44345356,34.30565877,34.22817718,34.12631211,34.21271521,,
Lithuania,LTU,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.06828334,53.17485641,49.87236758,54.40331844,54.4192725,54.51499681,54.64262923,55.77536694,54.53095086,46.20293555,46.02744097,40.53924697,41.54913848,45.26164646,44.52297384,43.01052967,42.63422417,42.90386917,44.23294775,44.76976099,45.34894853,46.13322696,47.12529928,47.9792498,47.15526324,46.8590859,47.05412741,47.50878314,46.99457042,46.9222169,46.50341831,45.89456869,
Luxembourg,LUX,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.71916441,49.71916441,49.71916441,49.71916441,49.71916441,50.10759538,50.10759538,50.88445732,50.88445732,50.76792803,50.89999456,50.98933369,51.04759833,50.83784561,50.88057301,50.98933369,50.74889491,50.94582942,51.10159024,51.11067952,51.32186944,51.58433225,51.47114346,51.66062009,
Latvia,LVA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.65759236,40.40046925,40.81829431,29.44059653,30.1155447,28.47638485,28.10677037,25.98550468,25.51946904,25.40697768,25.6319604,25.42304787,26.38725955,27.86571745,29.810211,29.55308789,29.32810516,29.45666672,29.00670127,29.18347341,29.58522828,30.16375528,30.08340431,30.28428174,31.03154579,31.06368618,31.14403715,31.49758144,31.64068777,31.65675719,31.65675719,31.67282661,
"Macao SAR, China",MAC,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Agricultural land (% of land area),AG.LND.AGRI.ZS,,52.35918806,52.82968141,53.43460142,54.017117,54.71165479,55.42411614,55.87220505,56.5443384,56.9722633,57.59062598,58.10144733,58.63243267,59.20905221,59.66838449,60.3114497,60.83352005,61.61774591,62.55433565,62.74703114,64.8218687,65.18037195,65.37530809,65.59041004,65.83912167,65.8704907,66.09231459,66.47098364,66.64575398,67.36276048,67.98790052,68.01478826,68.59959668,68.81245799,69.37934125,68.89760251,69.38382254,69.22473672,69.40622899,68.77212637,68.68025991,68.04839794,67.8534618,69.18216446,67.31122563,67.19471208,67.09836433,67.12973336,67.17678691,67.22518485,67.19314363,67.45193816,68.12233923,68.53013668,67.40421241,67.3246695,69.17992382,69.56430249,68.39750661,66.34978042,67.02052297,67.03503652,65.80912189,66.74493816,
Monaco,MCO,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.88256769,77.60242792,77.62598664,77.61919223,77.61919223,77.64277035,77.66636281,77.72036474,77.37226277,77.22019465,77.06812652,76.90903559,76.70316302,75.9805412,75.49407115,75.5548799,75.43326239,75.15962299,75.03805175,74.94672755,74.86305539,74.84793187,70.40754258,70.49878345,70.49574209,70.45606567,68.63553016,68.77111467,75.14459656,75.06840985,74.96958637,74.09656848,
Madagascar,MDG,Agricultural land (% of land area),AG.LND.AGRI.ZS,,60.43436393,60.47735323,60.52034254,60.56333184,60.60632115,60.64931045,60.69229976,60.73528906,60.78687623,60.82126767,60.85565911,60.90724628,60.94163772,61.00182275,61.49018124,61.4987791,61.78250851,61.90459814,61.93898958,61.97338102,62.03356605,62.07655535,62.13674038,62.17972968,62.23991471,62.28290401,62.31729546,62.36888262,62.41187193,62.46345909,62.5064484,62.54083984,62.7471885,62.72999278,62.72999278,62.92946315,64.46676067,66.18633284,67.92310073,69.6426729,70.23248616,70.23248616,70.23248616,70.23248616,70.31846477,70.31846477,70.31846477,70.32190391,70.32190391,70.32190391,70.29108191,70.29108191,70.29047783,70.29047783,70.29047783,70.29047783,70.29047783,70.29047783,70.29047783,70.29047783,70.29047783,70.29047783,70.29047783,
Maldives,MDV,Agricultural land (% of land area),AG.LND.AGRI.ZS,,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,20,20,23.33333333,23.33333333,23.33333333,23.33333333,23.33333333,23.33333333,23.33333333,23.33333333,23.33333333,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,30,33.33333333,40,40,36.66666667,30,23.33333333,23.33333333,23.33333333,23.33333333,23,23,21.33333333,21.33333333,21.33333333,21.33333333,21.33333333,21.33333333,21.33333333,21.33333333,21.33333333,19.66666667,19.66666667,19.79865772,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,28.66701767,28.67365831,28.70464797,28.75476901,28.84655216,28.86639503,28.92592364,28.93050885,28.8733519,28.95050983,29.09605056,29.26348959,29.3777541,29.34068497,29.29167055,29.29386039,29.30532344,29.32398054,29.41268082,29.4080956,29.04946819,29.27586261,29.18418985,29.73596725,30.14574673,30.43556423,30.9818536,31.35080565,31.7664637,32.1364751,32.30815995,32.46855809,33.13698717,33.72357952,34.29849015,34.89703554,35.41790941,36.13833895,36.59125441,36.54522217,36.62263274,36.6682226,36.73796724,36.75228253,35.41875332,35.46670937,35.49108847,35.2540219,35.22791082,35.25541751,35.32569311,35.3516973,35.39158695,35.35763128,35.36331263,35.45533157,35.56124184,35.56395635,35.45036738,35.57261626,35.52181666,36.35681209,,
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,,50.57537488,50.50489982,50.46889066,50.43802567,50.40201651,50.36857944,50.3299982,50.29398904,50.26312405,50.22505723,49.86650891,49.97556522,50.10416935,50.18184624,50.18184624,50.18184624,50.20756707,50.51467373,50.41179043,50.50541423,50.52084673,50.57486046,51.96635716,51.97201574,52.07721392,52.18292652,52.75341444,53.01113712,53.52503922,54.09141182,54.60737159,54.61920317,54.62074642,54.62589058,54.62846267,54.68762057,54.68762057,54.69533681,54.69585123,54.6979089,54.81108053,54.81108053,54.81108053,54.82136886,54.82136886,54.82136886,54.88824301,53.16751974,52.82131742,52.37120296,52.12171095,51.70503357,51.17724221,50.79760282,50.7626225,50.58669204,49.87062424,49.64942514,49.43851437,51.51494411,51.50640783,50.87012269,50.693388,
Marshall Islands,MHL,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222,41.66666667,38.88888889,38.88888889,38.88888889,38.88888889,38.88888889,38.88888889,38.88888889,38.88888889,38.88888889,38.88888889,38.88888889,
Middle income,MIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,,34.26734856,34.40764774,34.5565605,34.69155681,34.85560218,35.00895393,35.14551278,35.30700923,35.43343901,35.63458555,35.85961739,36.10910361,36.34440353,36.5663856,36.76430966,36.72583865,36.98581845,37.25703679,37.47686028,37.67139726,37.78688794,38.0640248,38.3265642,38.67232707,39.03844709,39.19330272,39.4270418,39.57248857,39.74856318,39.86916529,39.98268723,42.68414542,42.73967066,42.84493308,42.83657379,42.85607766,43.06197079,43.14034529,43.21463299,43.18718999,43.17246685,43.2035608,42.96642733,43.0069558,42.7782193,42.80520247,42.86117094,42.77551639,42.77909811,42.91178008,42.9158325,42.95543095,42.9887745,42.9336904,43.00537351,42.98384311,42.99251219,42.95448314,42.9596302,42.99249774,42.96411225,42.89449494,,
North Macedonia,MKD,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.39598899,51.00275265,50.96342902,50.60951632,50.72748722,50.45222179,50.76681085,50.41289815,48.56468738,48.83995281,52.45772709,51.16004719,49.62642548,48.28942194,48.13212741,42.6476417,42.13238208,40.1665345,44.36954798,44.32989691,50.23790642,49.96034893,50,50.03965107,50.15860428,50.19825535,50.11895321,50.15860428,50.03965107,49.96034893,49.84139572,49.60348929,
Mali,MLI,Agricultural land (% of land area),AG.LND.AGRI.ZS,,25.97792147,25.98201919,25.98611692,25.99021464,25.99431236,25.99759054,26.00250781,26.00250781,26.00250781,26.04348503,26.04348503,26.04348503,26.04348503,26.08446226,26.12543948,26.28852884,26.28688975,26.28688975,26.29098747,26.29098747,26.2934461,26.2934461,26.2934461,26.2934461,26.30983699,26.31229563,26.31229563,26.32622788,26.32622788,26.33032561,26.34261877,26.43276867,27.17609553,28.90533442,29.02744655,30.03630582,30.85585032,30.85585032,30.85585032,31.68768798,32.21547464,32.52280383,33.37676919,32.52854064,33.10304133,33.16368762,33.27104795,33.46279702,33.64730698,33.66315459,33.80872348,33.96565437,34.11656217,34.25356715,34.38263336,34.60595727,34.74003713,34.91164212,35.08882863,35.24767889,35.43438563,35.46612585,35.46946689,
Malta,MLT,Agricultural land (% of land area),AG.LND.AGRI.ZS,,56.25,53.125,50,46.875,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,40.625,40.625,43.75,43.75,43.75,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,34.375,34.375,31.25,28.125,28.125,28.125,31.25,31.25,32.5,31.25,29.0625,29.0625,29.0625,29.0625,29.0625,32.28125,32.28125,32.1875,31.96875,31.96875,31.96875,32.4375,32.4375,32.4375,32.4375,28.46875,27.34375,27.34375,25.909375,
Myanmar,MMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,,15.95923738,16.02044251,16.07705726,16.24996175,16.193347,16.43357713,16.4748906,16.47642072,16.4748906,16.52691496,16.53303547,16.53303547,15.79398354,15.81081495,15.83223674,15.85518866,15.8460079,15.86283931,15.87814059,15.89038161,15.94546623,15.97606879,15.97147841,15.94699636,15.95770726,15.96688803,15.94699636,15.87202008,15.9056829,15.95617713,15.93781559,15.91027328,15.98371944,15.94546623,15.98983995,16.07246687,16.0954188,16.08623803,16.23313034,16.54374637,16.73807265,16.71665086,16.80386816,16.9599951,17.2385821,17.74679786,18.33761782,18.79199767,19.04331854,19.17460123,19.22270355,19.21304448,19.27328964,19.34219391,19.52134486,19.5471675,19.99785523,20.02650529,19.88570553,19.88753888,19.88753888,19.88753888,19.91409441,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,27.26527725,27.27232994,27.30749402,27.36729283,27.48162577,27.50318116,27.575794,27.578178,27.50268449,27.59456804,27.7725738,27.97779696,28.11490953,28.06028578,27.99472537,27.99171555,28.0003576,28.01813838,28.12412772,28.11260498,27.65582768,27.93453296,27.79699515,27.97675188,27.9733189,27.82392061,27.99360289,27.94502858,27.95454478,27.89846082,28.09282759,28.28370575,28.42368718,28.46394819,28.4905243,28.54759244,28.50646944,28.61755107,28.47643548,28.40502561,28.50194535,28.54951382,28.62987038,28.64184767,26.9668452,27.02991391,27.06033221,26.76328252,26.74322861,26.78226897,26.87088203,26.90613467,26.95765565,26.92162311,26.92875796,27.04285454,27.1599841,27.16319772,27.01873558,27.16969321,27.1053342,27.1633892,,
Montenegro,MNE,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.28996283,38.21561338,38.14126394,38.21561338,38.0669145,38.14126394,38.14126394,16.58959108,17.12416357,17.20446097,19.01115242,19.05576208,19.0929368,19.10780669,19.17843866,19.00074349,18.88475836,19.59256506,
Mongolia,MNG,Agricultural land (% of land area),AG.LND.AGRI.ZS,,90.91345343,90.91345343,90.91345343,90.91216097,90.91345343,90.91345343,90.91345343,90.91345343,90.89342032,90.91409965,90.91345343,90.91345343,90.91345343,90.91345343,90.91345343,81.13536038,81.40871531,81.37123402,80.59317414,80.51174927,80.46780568,80.47168306,80.7631324,80.52467385,80.51174927,80.47556043,80.70691046,80.92985952,81.1224358,81.20256821,81.50888082,79.86745882,76.9813995,76.55811942,76.55811942,76.55811942,83.29311946,83.44886069,84.19202419,84.31351527,84.09347425,84.08603033,73.50127018,73.43635319,73.29166784,73.66312253,73.63275255,73.52139124,73.36925476,73.33884676,73.32647759,73.24948511,73.22527304,73.001629,72.99021728,72.92367713,72.86357138,72.8416348,72.66419566,72.21898915,72.17917448,71.90965066,68.95557296,
Northern Mariana Islands,MNP,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.695652174,8.695652174,8.695652174,8.695652174,8.695652174,8.695652174,8.695652174,6.52173913,6.52173913,6.52173913,6.52173913,6.52173913,6.52173913,6.52173913,6.52173913,6.52173913,3.695652174,3.695652174,3.695652174,3.695652174,3.695652174,3.695652174,3.695652174,3.695652174,3.695652174,3.695652174,3.695652174,1.173913043,1.173913043,1.173913043,1.173913043,1.173913043,1.173913043,
Mozambique,MOZ,Agricultural land (% of land area),AG.LND.AGRI.ZS,,43.52730232,43.54129047,43.55400697,43.56418017,43.57689667,43.58452656,43.61758946,43.74475444,43.87700603,43.98509626,43.98509626,44.00925761,44.0753834,44.0753834,44.1008164,44.1008164,44.1008164,44.1008164,44.1008164,44.1008164,44.16439889,44.26613088,44.26613088,44.39329586,44.45687835,44.52046085,44.64762583,44.71120832,44.77479081,44.83837331,45.11686462,45.39535593,45.67384725,45.95233856,46.23082988,46.50932119,46.78781251,47.06630382,47.34479514,47.62328645,47.90506625,48.18684605,48.46862586,48.75040566,49.03218546,49.31396526,49.59574506,49.87752486,50.15930466,50.44108446,50.7035886,50.96609273,51.27068847,51.5212391,51.82316437,52.24828963,52.57992319,52.77516214,52.79792467,52.77935858,52.77427198,52.77261884,52.78915028,
Mauritania,MRT,Agricultural land (% of land area),AG.LND.AGRI.ZS,,38.3448142,38.3448142,38.34578442,38.34578442,38.34578442,38.34578442,38.34578442,38.34578442,38.35548656,38.35548656,38.31667799,38.31667799,38.3040652,38.27495877,38.27107791,38.27398855,38.27495877,38.27107791,38.27398855,38.28854177,38.30794606,38.32735034,38.34675463,38.35742699,38.37683128,38.39623557,38.41563986,38.43504414,38.45444843,38.47482294,38.48452508,38.49616765,38.50781023,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,38.52721451,
Mauritius,MUS,Agricultural land (% of land area),AG.LND.AGRI.ZS,,48.76847291,49.26108374,49.26108374,49.26108374,49.75369458,48.76847291,51.72413793,54.67980296,54.67980296,55.17241379,55.17241379,55.66502463,55.66502463,55.66502463,55.66502463,56.15763547,56.15763547,56.15763547,56.15763547,56.15763547,56.15763547,56.15763547,56.15763547,56.15763547,56.15763547,56.15763547,56.15763547,55.66502463,55.04665025,54.491133,53.93566502,53.69458128,52.70935961,51.96522167,50.96950739,49.9108867,49.16674877,49.59650246,48.48546798,49.10389163,50.24630542,49.26108374,48.76847291,48.27586207,47.29064039,46.30541872,45.32019704,44.82758621,44.82758621,44.82758621,44.56685028,43.56534802,43.0645969,43.0645969,43.0645969,43.0645969,43.0645969,43.0645969,43.0645969,43.0645969,43.0645969,43.0645969,43.0432649,
Malawi,MWI,Agricultural land (% of land area),AG.LND.AGRI.ZS,,33.941451,35.00212134,35.53245651,36.06279168,38.21595248,38.74628765,38.23716589,39.31904964,39.84938481,39.31904964,40.91005515,41.44039033,41.9707255,42.00254561,41.47221044,41.49342384,41.52524395,42.08739924,42.10861264,40.62367416,41.68434451,42.74501485,41.79041154,42.32074671,42.47984726,43.54051761,43.59355112,43.64658464,44.17691981,44.7390751,45.82095885,45.29062367,45.29062367,43.16928299,45.39669071,46.45736105,46.98769622,48.57870174,49.63937208,50.16970725,51.2303776,51.2303776,52.82138311,52.82138311,54.9427238,56.05642766,56.05642766,57.64743318,58.17776835,58.17776835,58.17776835,58.17776835,58.81417056,59.93848112,60.52184981,61.1158252,61.69919389,62.29316928,62.87653797,63.47051336,64.17055579,64.17055579,64.17055579,
Malaysia,MYS,Agricultural land (% of land area),AG.LND.AGRI.ZS,,9.388951453,9.590473292,9.970689393,10.1598539,10.64477249,10.67761376,10.87103942,11.26251712,11.4318673,11.82471466,12.04924669,12.4182925,12.6644042,12.84879014,13.25259473,13.51276822,13.91185512,14.39659108,14.72868665,14.96575864,15.35471009,15.54646173,15.84367676,15.87618323,16.48379242,17.40952671,18.48546644,19.43022371,20.45868209,20.56490641,20.68026176,20.71678588,20.97519403,21.27803987,21.20225232,21.1873383,21.18003348,21.13742201,21.14472683,21.11915995,21.14442246,21.41987521,21.65953432,21.70658956,21.71483792,21.53462182,21.63201948,21.76350632,21.97534622,22.49064069,22.92071222,23.8295541,24.52990412,24.62030132,26.08421854,26.08735352,26.08735352,26.08735352,26.08735352,26.08735352,26.08735352,26.08735352,26.08735352,
North America,NAC,Agricultural land (% of land area),AG.LND.AGRI.ZS,,28.10281538,27.93281994,27.81634843,27.70633775,27.55725863,27.54550665,27.52465102,27.54412179,27.51747293,27.72444021,27.58864138,27.4619462,27.34076838,27.21506633,27.21655601,27.21810032,27.20701098,27.06670446,27.04601436,27.02532425,27.00491001,27.1791483,27.17484476,27.17054122,27.16623767,27.161873,26.92325305,26.93020493,26.93715681,26.94410868,26.95129485,26.86372072,26.72308316,26.61952228,26.56060237,26.34531491,26.26818219,26.25311979,26.21576725,26.24105478,26.27228682,26.21176237,26.20376351,26.19576464,26.18776577,26.12862931,26.08546852,26.07454487,26.04274462,26.01094437,25.97890672,26.12215197,26.15620573,26.19025949,26.22436846,26.25809096,26.27815482,26.21644041,26.14241444,26.04801644,26.23433247,26.17559992,,
