Country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
East Asia & Pacific (excluding high income),EAP,Agricultural land (% of land area),AG.LND.AGRI.ZS,,35.29494885,35.51359784,35.74997788,35.98146646,36.26074975,36.52563017,36.79448285,37.06708107,37.39010683,37.7253975,37.99656819,38.38414358,38.80194918,39.31512483,39.6854974,39.18140747,39.65958994,40.09668627,40.3835983,40.73399834,41.1284811,41.7982458,42.51144503,43.22242996,44.16690568,44.72997804,45.30330337,45.77483373,46.24088117,46.69512528,46.87637454,46.89687711,46.90604305,47.17407162,47.24056444,47.29085022,47.98021513,48.02567851,48.19393594,48.13286296,48.26533393,48.3562907,47.4472214,47.53906764,47.60719646,47.79631614,47.9437824,48.04892236,48.14861377,48.15358693,48.19362601,48.17635376,48.19175898,48.15581515,48.24613743,48.23089906,48.36051,48.35471509,48.32011447,48.3027668,48.27148056,48.2659257,,
Early-demographic dividend,EAR,Agricultural land (% of land area),AG.LND.AGRI.ZS,,35.04712436,35.02740925,34.9860041,34.9499531,34.92927509,34.92862632,34.92087873,34.93603161,34.87742708,34.90365139,34.93219768,35.08561552,35.17409036,35.2165723,35.25096394,35.28669138,35.36306184,35.45646973,35.58205788,35.60028416,35.51903516,35.62598423,35.68044494,36.03195399,36.33415908,36.60298335,37.01621301,37.25423367,37.54864309,37.77043945,37.79940151,38.70362634,38.77549533,39.0562968,39.34377407,39.59294521,39.85137037,40.18014133,40.45330835,40.38276634,40.46568975,40.50329311,40.50433597,40.4500913,39.98301886,40.02005683,40.07112197,39.82495914,39.77094772,39.77802013,39.76659878,39.745451,39.68684659,39.5784288,39.60952274,39.55596917,39.57972995,39.55791098,39.73483091,39.85109353,39.86973189,39.89260206,,
East Asia & Pacific,EAS,Agricultural land (% of land area),AG.LND.AGRI.ZS,,43.45374024,43.68557536,43.95210773,44.21260231,44.57340999,44.77421386,45.0534708,46.21330173,46.30219974,45.80626345,46.22564664,46.50234508,46.69415943,47.12857812,47.35425137,47.08903309,47.01826641,47.49905711,47.56490351,47.8967621,48.17389037,48.39035411,48.56756705,49.14220794,49.76297947,49.38011389,49.84980238,50.19483933,50.28941212,50.46605724,50.50522054,50.64094804,50.39550589,50.93130222,50.72774464,50.82567652,51.14250196,51.22998839,50.91282331,50.9318998,51.01797238,50.71249191,49.80166788,48.03713786,48.6987601,48.7679967,48.41899825,48.10968371,47.97133983,47.64642437,48.47592866,48.08825452,47.46683598,47.55026293,46.51571227,46.25480544,47.53301961,46.99186897,47.1073433,46.81231258,47.10812219,47.1231205,,
Europe & Central Asia (excluding high income),ECA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,47.36208173,47.52644192,48.43355959,48.3319323,48.34573354,48.5853732,48.35953477,48.73216817,50.03324843,49.44355921,49.57655295,50.1863167,50.10225462,49.49625485,48.98435442,48.90405631,49.10480158,49.13114939,50.19760862,49.80615535,49.84630441,48.05967153,47.4611997,48.58788251,49.235286,49.67692559,50.86132266,50.66308671,51.44975722,51.18753372,51.68437825,70.10401473,70.14184849,70.18326506,69.35918679,69.07146939,69.09912655,69.08179307,69.07623961,69.01761736,68.93246804,68.73224,68.50871641,68.40058761,68.26802227,67.56900183,67.23920322,67.02372573,66.8833841,67.7601556,67.52531674,67.5090444,67.46512346,67.49857225,67.34961938,67.31049902,67.23314709,67.1051724,67.73437773,67.81978261,67.87605964,67.97449351,,
Europe & Central Asia,ECS,Agricultural land (% of land area),AG.LND.AGRI.ZS,,45.98010159,45.96480372,45.99289711,45.85049726,45.70973097,45.67415953,45.60446506,45.49658035,45.67264825,45.18145852,44.81895351,44.77293933,44.62298743,44.4385355,44.25535511,44.14005774,44.11867882,44.11096385,44.18538962,44.04184099,43.96255754,43.65403957,43.35285537,43.47573622,43.49346351,43.4839327,43.61859184,43.49079622,43.50584182,43.33468942,43.00198929,30.67594622,30.65229574,30.60760735,30.32844943,30.24654924,30.22009492,30.163523,30.1184918,30.07838719,29.96965147,29.83287983,29.70461007,29.63265548,29.58684389,29.54507023,29.38796253,29.37441233,29.29190689,29.41891663,29.33043935,29.29327258,29.27021024,29.21393458,29.17814865,29.14162846,29.12747342,29.0765622,29.26296635,29.19605715,29.19707137,29.20354772,,
Ecuador,ECU,Agricultural land (% of land area),AG.LND.AGRI.ZS,,17.01343736,17.01343736,17.04955931,17.04955931,17.08568126,17.08568126,17.12180321,17.10374223,17.32047392,17.53720561,17.75393729,17.97066898,18.18740066,18.66782257,19.45166883,20.06574194,21.07715648,21.69122959,22.35948562,23.39979772,24.41482445,25.1408756,25.62852189,26.20647305,26.80248519,27.38043635,27.88975582,27.90781679,28.00534605,28.34128016,28.58690941,28.727785,28.80725329,29.36353128,29.28767519,28.85059962,28.94090449,32.32001933,32.51328716,32.47704944,31.34562732,30.1578354,29.19149622,30.30681269,30.19809953,29.97262039,29.84377517,29.9766468,30.33660815,30.18883878,29.57843453,30.22588178,30.25044291,22.04461266,23.30890643,22.2096956,22.50765019,21.9358995,21.46078273,21.82315993,22.02448059,21.53325817,21.541311,
"Egypt, Arab Rep.",EGY,Agricultural land (% of land area),AG.LND.AGRI.ZS,,2.579737807,2.516449847,2.501381285,2.517454418,2.68421317,2.792706816,2.813802803,2.813802803,2.84795821,2.855994776,2.865035913,2.868049626,2.868049626,2.855994776,2.837912502,2.742478276,2.64704405,2.551609825,2.458184741,2.456175599,2.479280727,2.456416696,2.445868703,2.469496208,2.50841328,2.578733236,2.55864182,2.592797227,2.582751519,2.660103471,2.655080617,3.009975388,3.028961776,3.026430258,3.298005927,3.190978954,3.259751871,3.274519062,3.498920086,3.306042493,3.353257321,3.439650409,3.424581847,3.493897232,3.539102918,3.549148626,3.55417148,3.558189763,3.705861671,3.687779396,3.636546286,3.712893666,3.748023507,3.73217138,3.807199859,3.750831684,3.854506806,3.880656989,3.939926666,3.989150635,4.049424883,4.076548295,4.076548295,
Euro area,EMU,Agricultural land (% of land area),AG.LND.AGRI.ZS,,55.68172672,55.65106671,55.5622813,55.30563339,55.14768664,55.01965311,54.97741781,54.6532266,54.68674932,54.08798717,53.2683402,53.07164319,52.84412021,52.68965048,52.51950496,52.20464247,52.15620651,52.16592478,52.02260021,51.87983714,51.82337159,51.74635869,51.3177834,51.21491341,51.11943488,50.99296007,50.91843619,50.59814122,50.56556814,50.31925762,49.45219144,48.56961844,48.45219318,48.30852083,47.72177807,47.62462136,47.38883462,47.41707243,47.36518436,46.81910703,46.25843851,45.95905066,45.56513132,45.35185609,45.4525167,44.94216848,44.5340961,44.82146334,44.49703567,44.30653931,43.87451866,43.72966791,43.61818619,43.03274548,42.9803492,42.74128515,42.726215,42.51224035,42.81210237,42.42709249,42.35900479,42.61636186,,
Eritrea,ERI,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.26732673,73.32673267,73.33663366,72.65346535,72.87128713,73.93069307,73.93069307,74.55445545,74.57425743,74.57425743,74.92079208,61.99237287,62.15228042,62.57642772,62.56165384,62.5487919,62.70773589,62.71006105,62.69769087,62.70124772,62.71825925,62.72504375,62.69780167,62.70366146,62.70688595,62.7035294,62.70206281,62.72263717,62.65153303,62.65153303,62.65153303,
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,,66.48925527,66.49325703,66.3031734,65.53483533,65.41678338,64.34030974,64.7925087,64.34631238,65.08263636,64.26627716,65.39677458,65.16467246,64.5884189,64.18809405,63.88927807,63.08625418,63.23817912,63.01523432,62.76774633,62.54229483,62.47947784,62.4494454,61.6522836,61.32468365,61.49287202,61.28864328,61.2706231,61.22457152,61.47084735,61.01233381,60.81010732,60.62590101,60.13334935,60.43368573,59.5046452,60.34558706,60.18540766,59.98318116,59.62277751,59.65130261,59.21527722,58.95118628,58.39826927,58.23750952,58.43435052,57.34297968,56.10787201,56.41940658,56.09032206,55.08889822,54.04096983,53.86137822,53.44395354,53.13368385,53.18906218,52.57724736,52.63871383,52.40820971,52.45849173,52.33167922,52.48489412,53.35728101,49.57532699,
Estonia,EST,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.41330502,31.13941967,25.97310686,23.37815523,23.7084218,24.13305025,24.60485964,23.61405992,23.26020288,20.99551781,16.47086577,19.54942203,18.17409766,20.80443501,21.1960368,21.57584336,21.3918377,21.98159943,22.38263741,22.3165841,22.55012975,22.19921785,22.40625719,22.84334023,23.07338394,22.97076023,23.04093567,23.12046784,23.04093567,23.0877193,23.07512286,23.12192839,
Ethiopia,ETH,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.54,30.472,30.5,30.5,30.492,30.449,30.557,30.534,30.559,30.498,31.607,29.32932765,29.76342899,30.31951071,31.07924006,30.58122402,30.99889543,31.61786011,32.18678137,32.33083353,32.59140112,32.74611415,32.96711041,33.10824738,33.26392881,33.58523515,33.83925636,34.0927477,34.35547063,34.07795649,34.07795649,
European Union,EUU,Agricultural land (% of land area),AG.LND.AGRI.ZS,,52.65336831,52.60083679,52.45604254,52.27840376,52.09782222,52.00377856,51.94973543,51.74058318,51.73524228,51.31028227,50.74139281,50.56945363,50.38324413,50.25795683,50.11180686,49.96186411,49.90864556,49.89582086,49.76398254,49.63636586,49.54911909,49.48510293,49.1770099,49.1172255,49.0106444,48.90665061,48.85418077,48.61731147,48.49671167,48.32790433,47.71822516,47.11962073,47.20165879,47.09831255,46.67782376,46.57641911,46.41195042,46.2626394,46.2236024,45.71174074,45.16512188,44.57633173,44.12329892,43.84223514,43.82415832,43.39800308,42.86477965,43.07125078,42.80285638,42.40377959,42.16213822,41.92994274,41.81623035,41.3943541,41.34900294,41.10315376,41.09358472,40.96533049,41.2743553,40.7796714,40.71460165,40.71130158,,
Fragile and conflict affected situations,FCS,Agricultural land (% of land area),AG.LND.AGRI.ZS,,27.3816272,27.43355953,27.48826749,27.52601307,27.53376331,27.5334069,27.56344115,27.64052981,27.7139782,27.70875035,27.75949955,27.8470224,27.87039675,27.86981452,27.90084625,27.97957471,28.00922044,28.04782902,28.12275812,28.22121935,28.23256474,28.28007959,28.35259744,28.39197494,28.45462025,28.5446811,28.5474825,28.59409302,28.59676996,28.77378417,28.94668698,30.57367583,30.95066331,31.13292564,31.32355023,31.443862,31.5196883,31.57152096,31.65680961,31.77667886,31.9020592,31.97869037,32.16402044,31.99384016,32.36863074,32.46812027,32.63484332,32.63260683,32.76904373,32.99889801,33.19813315,36.12363071,36.26804813,36.36166924,36.43901474,36.56373545,36.67482524,36.78177371,36.82378193,36.90849557,37.0030609,37.08258473,,
Finland,FIN,Agricultural land (% of land area),AG.LND.AGRI.ZS,,9.080074855,9.143767031,9.214025411,9.276732657,9.328933977,9.3877015,9.433664927,9.47536032,9.079418234,8.943826127,8.876522538,8.58104337,8.477297351,8.553793624,8.58137168,8.575133786,8.52818543,8.487146656,8.429364063,8.325946354,8.262582488,8.167372534,8.044912834,7.963820217,7.907022555,7.857776027,7.905709314,7.791457369,7.832824453,7.856462786,7.960865426,7.900784661,7.825929939,7.918513411,7.367280607,7.281919958,7.058669031,7.196559309,7.227420467,7.281919958,7.295052365,7.341015792,7.37384681,7.396828524,7.465117043,7.56568347,7.546778914,7.556433037,7.556762093,7.541625535,7.524433183,7.519497186,7.431965514,7.460265228,7.480504097,7.485768813,7.469070808,7.475651487,7.481985984,7.468579325,7.461810042,7.455229962,7.441768654,
Fiji,FJI,Agricultural land (% of land area),AG.LND.AGRI.ZS,,12.42474001,12.42474001,12.47947455,12.47947455,12.20580186,12.20580186,12.09633279,11.98686371,12.09633279,12.09633279,12.09633279,12.58894362,12.86261631,13.136289,13.40996169,14.23097975,14.77832512,15.3256705,15.59934319,15.87301587,16.42036125,16.96770662,17.515052,18.06239737,18.88341544,19.15708812,19.97810619,20.79912425,21.62014231,22.44116037,23.2074439,22.88998358,22.57252326,22.25506294,21.93760263,21.62014231,21.30268199,20.98522167,20.66776136,20.35030104,20.03284072,19.71538041,19.39792009,19.08045977,18.76299945,18.44553914,18.12807882,17.8106185,17.50410509,17.46579091,17.42747674,17.38916256,17.35084839,17.31253421,17.27422003,17.23590586,17.19759168,17.1592775,17.12096333,17.05528188,17.05528188,17.05528188,17.05528188,
France,FRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,64.08572224,63.90203173,63.7424622,63.28787457,63.08748492,62.79988867,62.39725392,61.5604416,61.5511643,60.29316263,60.53066147,60.33027182,60.22822154,60.19482327,60.03710919,59.41367474,59.20771871,59.30234716,59.06670378,58.85889229,58.7939512,58.71787735,58.56758512,58.46182392,58.33936358,58.25215697,58.17422766,57.20382225,57.03850079,56.76370721,56.56350311,56.37684386,56.20428611,56.04397439,55.94248075,55.84247147,55.73726691,55.62668151,55.53223861,55.30642917,55.13183041,54.94146025,54.80025976,54.65887374,54.53270248,54.38853326,54.19074126,54.01261713,53.84525466,53.67158363,53.58307821,53.52036367,53.38844049,53.37508118,53.30160497,53.28513035,53.2470526,53.17766027,52.91557491,52.72967066,52.74172725,52.67388923,52.50439744,
Faroe Islands,FRO,Agricultural land (% of land area),AG.LND.AGRI.ZS,,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14326648,69.12679083,69.12679083,69.12106017,69.12106017,69.12106017,69.12106017,69.15401146,69.15401146,69.15401146,69.15401146,69.15401146,69.15401146,69.15401146,69.06160458,69.0508596,69.05659026,69.05659026,69.05659026,69.06733524,69.06733524,69.01862464,69.01862464,69.00787966,69.00787966,70.32942899,70.12408759,70.0729927,70.12408759,
"Micronesia, Fed. Sts.",FSM,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,
Gabon,GAB,Agricultural land (% of land area),AG.LND.AGRI.ZS,,6.509799356,6.56801335,6.626227345,6.68444134,6.742655334,6.800869329,6.859083324,6.917297318,6.975511313,7.033725308,7.111343967,7.169557962,7.247176621,7.305390616,7.379128342,7.514960997,7.604222455,7.689602981,7.697364847,7.705126712,7.712888578,7.720650444,7.72841231,7.736174176,7.743936042,7.751697908,7.759459774,7.76722164,7.774983506,7.782745372,7.806659681,7.83057399,7.854488299,7.878402608,7.902316917,7.926231226,7.950145535,7.974059844,7.997974153,8.021888462,8.041522102,8.061155742,8.080789382,8.100423022,8.120056662,8.139690302,8.159323941,8.178957581,8.198591221,8.218224861,8.264338107,8.310451353,8.356564598,8.356564598,8.356564598,8.356564598,8.356564598,8.356564598,8.356564598,8.356564598,8.356564598,8.356564598,8.356564598,
United Kingdom,GBR,Agricultural land (% of land area),AG.LND.AGRI.ZS,,81.84185508,81.75505311,81.62278345,81.44091266,80.95316827,80.80849833,80.82503203,80.29595337,80.10581573,77.91096598,77.88616542,77.52655727,77.27855165,77.03881288,76.81147439,76.74947299,76.42706568,76.37746456,76.26999545,76.34026371,75.72438309,75.56317943,75.29450668,75.2366387,75.09610218,74.93903195,74.88116397,76.15012607,75.66651511,75.24077212,74.9927665,74.69102633,72.47550944,71.95883107,71.83482826,72.31017236,72.68631422,72.40937461,71.17347993,70.11945604,70.07398834,70.16905717,70.08638862,70.47906419,70.08638862,73.73207126,72.9425867,73.0955235,71.6116232,71.19414707,70.94614145,71.02054313,71.30244286,71.22721448,70.83867234,71.71488364,72.19506675,71.71852023,72.4229988,71.34004919,71.15752904,71.9816418,70.30732278,
Georgia,GEO,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.46711757,45.01367103,44.56756368,43.86242625,43.67534897,43.70413009,43.81925457,43.15728882,43.17167938,43.21485106,43.22924162,43.25802274,35.861275,36.26421068,36.23542956,36.221039,36.17786732,35.94761836,35.40077709,35.14750324,35.0410131,35.7763707,34.76759246,34.79781263,34.45100014,34.31860699,34.16606706,34.14304216,34.21931213,34.24809325,34.30565549,34.13296877,
Ghana,GHA,Agricultural land (% of land area),AG.LND.AGRI.ZS,,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.8590138,51.8590138,51.8590138,52.29849697,52.29849697,52.29849697,52.29849697,53.14230465,53.107146,53.95095368,54.35527819,54.32011954,54.72444405,55.12876857,55.09360991,55.49793443,55.90225894,55.90225894,56.25384548,56.69332865,57.57229498,58.45126132,59.69365826,57.06781533,57.3945258,56.10231212,56.68467434,57.35466072,55.33589347,52.16477938,53.26351235,52.93043992,54.81344818,52.75890261,54.10242331,54.49783774,54.09091017,54.27765843,54.77312165,54.38452492,54.56409642,54.31107585,53.10698734,53.69403885,54.84907376,55.39375027,55.39301991,55.39301991,55.39301991,
Gibraltar,GIB,Agricultural land (% of land area),AG.LND.AGRI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Agricultural land (% of land area),AG.LND.AGRI.ZS,,56.39345597,56.37717727,56.33648055,56.32427153,56.33037604,56.37717727,56.40078138,56.39589777,56.34177112,56.34360247,56.39854306,56.41889142,56.42182159,56.40603126,56.41062999,56.45450106,56.43354224,56.41906642,56.50547778,56.50796842,56.50052092,56.49045662,56.53413642,56.57014488,56.62490233,56.5025232,56.50455803,56.71839899,56.68287889,57.17934641,56.89660182,57.05721146,57.09590184,57.19048104,57.14911281,57.19359027,57.20028081,57.24251587,57.22308318,57.23611021,57.22975745,57.37269657,57.44190949,57.4635398,57.50210402,57.79302255,58.31887148,58.92892683,58.46258953,61.28897729,61.49148502,63.33148462,63.6899243,65.2257594,66.08869852,66.50921048,67.28474605,67.97852149,67.91184926,69.09706455,70.55332126,71.9489195,73.22924874,
"Gambia, The",GMB,Agricultural land (% of land area),AG.LND.AGRI.ZS,,51.77865613,51.87747036,51.97628458,52.07509881,52.17391304,52.27272727,52.47035573,52.47035573,52.66798419,52.76679842,53.06324111,53.55731225,54.0513834,56.71936759,56.12648221,56.02766798,56.71936759,57.41106719,56.32411067,55.63241107,57.80632411,59.88142292,58.00395257,56.62055336,56.62055336,57.31225296,57.80632411,59.09090909,57.11462451,57.50988142,57.50988142,54.15019763,54.0513834,55.03952569,55.03952569,55.03952569,55.03952569,56.02766798,56.02766798,50,47.82608696,48.51778656,46.54150198,47.23320158,47.92490119,49.01185771,49.01185771,55.92885375,61.46245059,63.63636364,63.63636364,63.63636364,63.63636364,63.63636364,63.63636364,63.63636364,62.64822134,62.64822134,62.64822134,62.64822134,62.64822134,62.64822134,62.64822134,
Guinea-Bissau,GNB,Agricultural land (% of land area),AG.LND.AGRI.ZS,,17.41358464,17.41358464,17.41358464,17.41358464,17.41358464,17.41358464,17.76920341,17.76920341,17.76920341,17.76920341,17.76920341,17.76920341,17.9470128,18.12482219,18.12482219,18.12482219,18.16038407,18.16038407,18.19594595,18.30263158,18.55156472,19.01386913,19.36948791,20.32965861,20.61415363,19.44061166,19.26280228,18.9071835,20.22297297,20.57859175,20.71301565,20.71301565,21.4242532,21.77987198,22.08019203,22.38051209,22.68083215,22.9811522,23.28147226,23.58179232,23.88211238,24.18243243,24.48275249,24.78307255,25.0833926,25.38371266,25.68403272,25.98435277,26.28467283,26.58499289,26.88527738,27.18556188,27.48584637,27.78613087,28.08641536,28.26619488,28.26757112,28.82659317,29.05238976,29.33539829,29.84903272,29.62391181,29.89084282,
Equatorial Guinea,GNQ,Agricultural land (% of land area),AG.LND.AGRI.ZS,,5.235294118,5.16399287,5.128342246,5.057040998,5.021390374,4.950089127,4.914438503,4.843137255,4.807486631,4.736185383,4.700534759,4.629233512,4.593582888,4.52228164,4.486631016,4.415329768,4.379679144,4.308377897,4.272727273,4.201426025,4.165775401,4.094474153,4.058823529,3.844919786,3.844919786,3.844919786,3.844919786,3.844919786,3.844919786,3.702317291,3.702317291,3.737967914,3.666666667,3.666666667,3.666666667,3.702317291,3.737967914,3.666666667,3.666666667,3.666666667,3.666666667,3.666666667,3.666666667,3.666666667,3.671301248,3.675935829,3.68057041,3.685204991,3.689839572,3.694474153,3.699108734,3.703743316,3.708377897,3.713012478,3.717647059,3.72228164,3.726916221,3.731550802,3.736185383,3.740463458,3.740463458,3.740463458,3.733333333,
Greece,GRC,Agricultural land (% of land area),AG.LND.AGRI.ZS,,69.12335144,69.06128782,69.9844841,69.75174554,67.32350659,70.51978278,70.69821567,70.93095423,70.93871218,71.02404965,71.02404965,71.06283941,70.93095423,70.91543832,70.73700543,70.71373157,70.69045772,71.17920869,71.2257564,71.21799845,71.4197052,71.4197052,71.23351435,71.44297905,71.24903026,71.21799845,71.19472459,71.2102405,71.48952676,71.54383243,71.09387122,71.11714507,71.06283941,71.14041893,71.09387122,71.15593483,69.70519783,68.13033359,67.26144298,66.16757176,65.46159814,64.72459271,64.01861908,62.68425136,62.10240497,61.0007758,60.14740109,59.4026377,58.65011637,58.09930178,57.37781226,56.50116369,55.49262995,48.10705974,48.09154383,47.60279286,46.96307836,46.11086424,45.48926455,43.63584562,44.31286734,41.67601707,41.67601784,
Grenada,GRD,Agricultural land (% of land area),AG.LND.AGRI.ZS,,64.70588235,64.70588235,64.70588235,64.70588235,64.70588235,64.70588235,64.70588235,64.70588235,64.70588235,64.70588235,64.70588235,58.82352941,58.82352941,58.82352941,58.82352941,58.82352941,58.82352941,55.88235294,55.88235294,47.05882353,47.05882353,47.05882353,47.05882353,47.05882353,41.17647059,41.17647059,38.23529412,38.23529412,38.23529412,38.23529412,35.29411765,35.29411765,35.29411765,35.29411765,32.35294118,32.35294118,32.35294118,32.35294118,35.29411765,35.29411765,38.23529412,38.23529412,35.29411765,35.29411765,26.47058824,26.47058824,26.47058824,26.47058824,29.41176471,29.41176471,29.41176471,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,
Greenland,GRL,Agricultural land (% of land area),AG.LND.AGRI.ZS,,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.688615745,0.689493708,0.690371671,0.691249634,0.692127597,0.69300556,0.693883524,0.694761487,0.69563945,0.696517413,0.697395376,0.698273339,0.582044098,0.582775003,0.583505908,0.584236813,0.584967718,0.585698623,0.586429529,0.587160434,0.587891339,0.588622244,0.589353149,0.590084054,0.590814959,0.591545864,0.592276769,0.593007675,0.592203679,0.592228042,0.592276769,0.592301133,0.592301133,0.592301133,0.592301133,0.592301133,0.592301133,0.592301133,0.592301133,
Guatemala,GTM,Agricultural land (% of land area),AG.LND.AGRI.ZS,,24.69204927,24.80403135,24.91601344,25.02799552,25.1399776,25.25195969,25.45726017,25.56924225,25.58790594,25.70921986,25.82120194,26.12915267,26.5304218,26.82904069,26.95035461,27.3422919,27.93019784,28.04217992,28.14483016,28.46211273,28.62075401,28.9660321,29.10600971,35.3210153,35.3210153,35.3210153,35.3210153,39.98693542,39.98693542,39.98693542,39.98693542,39.98693542,41.82530795,42.10526316,42.10526316,42.10526316,42.68784994,43.27043673,43.85302352,44.4356103,45.01819709,45.60078387,46.18327734,44.07428145,42.57185517,40.27110116,41.50802538,41.37737962,40.77640911,40.28742068,40.07838746,39.77603583,39.40836133,39.98600224,41.65733483,41.93542367,42.2135125,42.49160134,42.76969018,43.03844718,43.03844718,43.03844718,43.03844718,
Guam,GUM,Agricultural land (% of land area),AG.LND.AGRI.ZS,,29.62962963,29.62962963,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,33.33333333,33.33333333,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,35.18518519,35.18518519,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,31.48148148,31.48148148,31.48148148,29.62962963,29.62962963,29.62962963,29.62962963,29.62962963,29.62962963,
Guyana,GUY,Agricultural land (% of land area),AG.LND.AGRI.ZS,,6.908647247,6.908647247,6.908647247,6.908647247,6.908647247,6.934065375,6.934065375,6.944232627,6.944232627,6.969650755,6.969650755,6.984901632,6.995068883,6.995068883,7.000254001,5.377955804,5.12078029,4.863604775,4.606429261,4.349253747,4.092078232,3.834902718,3.577727203,3.592967234,3.592967234,3.603127254,3.603127254,3.603127254,3.613287275,3.613287275,3.613287275,3.613287275,3.613287275,3.613287275,3.623447295,3.628527305,3.628527305,3.628527305,3.628527305,3.633607315,3.643767336,3.645957328,3.64814732,3.650337313,3.652527305,3.652527305,3.652527305,3.652527305,3.652527305,3.652527305,3.652527305,3.652527305,3.652527305,3.652527305,3.652527305,3.652527305,3.652527305,3.652527305,3.652527305,3.405323482,3.410059676,3.410059676,3.410059676,
High income,HIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,,38.27806317,38.24861546,38.2539026,38.25884158,38.28857153,38.29700236,38.35702281,39.02994882,38.9354522,38.48807441,38.53531085,38.47331801,38.34544949,38.34826721,38.33183767,38.38132144,38.10105178,38.16109637,38.05189245,38.09882506,38.08815532,38.01521123,37.78256624,37.99780249,38.13226085,37.74144705,37.81664919,37.97519613,37.96265415,38.00184312,37.89112203,30.19971875,30.14841299,30.38784518,30.32850041,30.40508753,30.43209177,30.5792531,30.47696199,30.49729303,30.46111641,30.22750643,30.03224179,29.15415344,29.43080778,29.36206099,29.08774021,28.92025539,28.78014288,28.56724202,28.91010105,28.75145601,28.45412307,28.4772835,27.96201617,27.83305541,28.39782981,28.10212774,28.15893702,27.94127938,28.15091546,28.25630058,,
